PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Missing,Delivery_Delay_Days,Savings_Per_Unit,Total_Savings,Defect_Rate
PO-00295,DELTA_LOGISTICS,2023-02-21,2023-02-22,OFFICE SUPPLIES,DELIVERED,1745,23.53,22.57,282.0,NO,False,1.0,0.9600000000000009,1675.2000000000014,0.16160458452722062
PO-00296,DELTA_LOGISTICS,2023-05-13,2023-05-15,RAW MATERIALS,DELIVERED,1783,16.96,15.8,295.0,YES,False,2.0,1.1600000000000001,2068.28,0.16545148625911385
PO-00297,ALPHA_INC,2023-05-08,2023-05-22,OFFICE SUPPLIES,PARTIALLY DELIVERED,1489,107.02,93.3,0.0,YES,False,14.0,13.719999999999999,20429.079999999998,0.0
PO-00298,ALPHA_INC,2022-08-07,2022-08-10,OFFICE SUPPLIES,DELIVERED,296,40.38,35.25,0.0,YES,False,3.0,5.130000000000003,1518.4800000000007,0.0
PO-00299,EPSILON_GROUP,2023-02-15,2023-02-27,MRO,DELIVERED,885,88.28,80.8,31.0,YES,False,12.0,7.480000000000004,6619.800000000004,0.03502824858757062
PO-00300,EPSILON_GROUP,2022-03-02,2022-03-06,RAW MATERIALS,PENDING,1512,33.25,30.15,53.0,YES,False,4.0,3.1000000000000014,4687.200000000003,0.03505291005291005
PO-00301,DELTA_LOGISTICS,2022-06-18,2022-06-26,OFFICE SUPPLIES,DELIVERED,252,73.12,67.64,0.0,NO,False,8.0,5.480000000000004,1380.960000000001,0.0
PO-00302,ALPHA_INC,2023-01-24,,ELECTRONICS,CANCELLED,1257,83.13,81.89,30.0,YES,True,,1.2399999999999949,1558.6799999999935,0.02386634844868735
PO-00303,ALPHA_INC,2022-01-03,2022-01-20,PACKAGING,DELIVERED,172,63.61,55.92,4.0,YES,False,17.0,7.689999999999998,1322.6799999999996,0.023255813953488372
PO-00304,EPSILON_GROUP,2023-02-04,2023-02-05,PACKAGING,PENDING,450,55.85,49.88,9.0,YES,False,1.0,5.969999999999999,2686.4999999999995,0.02
PO-00305,GAMMA_CO,2022-09-29,2022-10-15,ELECTRONICS,DELIVERED,816,48.95,43.42,45.0,YES,False,16.0,5.530000000000001,4512.480000000001,0.05514705882352941
PO-00306,EPSILON_GROUP,2023-04-11,2023-04-25,PACKAGING,DELIVERED,343,44.5,38.57,7.0,YES,False,14.0,5.93,2033.99,0.02040816326530612
PO-00307,GAMMA_CO,2022-10-20,2022-11-05,MRO,DELIVERED,329,97.87,85.35,21.0,NO,False,16.0,12.52000000000001,4119.080000000004,0.06382978723404255
PO-00308,ALPHA_INC,2023-03-10,2023-03-25,ELECTRONICS,DELIVERED,1910,90.69,85.8,0.0,YES,False,15.0,4.890000000000001,9339.900000000001,0.0
PO-00309,EPSILON_GROUP,2023-12-15,2023-12-18,MRO,DELIVERED,933,107.99,104.29,29.0,YES,False,3.0,3.6999999999999886,3452.0999999999894,0.031082529474812434
PO-00310,DELTA_LOGISTICS,2023-07-24,2023-07-29,RAW MATERIALS,DELIVERED,1683,23.09,21.88,253.0,YES,False,5.0,1.2100000000000009,2036.4300000000014,0.1503267973856209
PO-00311,BETA_SUPPLIES,2023-11-09,2023-11-18,PACKAGING,PENDING,247,84.11,71.97,0.0,YES,False,9.0,12.14,2998.58,0.0
PO-00312,ALPHA_INC,2023-05-14,2023-06-02,MRO,DELIVERED,1031,102.01,98.65,0.0,YES,False,19.0,3.3599999999999994,3464.1599999999994,0.0
PO-00313,ALPHA_INC,2022-06-08,2022-06-19,PACKAGING,DELIVERED,1980,26.97,24.16,41.0,YES,False,11.0,2.8099999999999987,5563.799999999997,0.02070707070707071
PO-00314,EPSILON_GROUP,2022-07-14,2022-08-03,RAW MATERIALS,DELIVERED,1584,16.46,14.2,57.0,YES,False,20.0,2.2600000000000016,3579.8400000000024,0.03598484848484849
PO-00315,BETA_SUPPLIES,2022-10-31,2022-11-15,OFFICE SUPPLIES,DELIVERED,801,80.15,70.91,0.0,YES,False,15.0,9.240000000000009,7401.240000000007,0.0
PO-00316,BETA_SUPPLIES,2022-08-11,2022-08-25,PACKAGING,DELIVERED,193,63.86,57.46,0.0,YES,False,14.0,6.399999999999999,1235.1999999999998,0.0
PO-00317,BETA_SUPPLIES,2022-03-01,2022-03-05,RAW MATERIALS,DELIVERED,658,86.62,79.85,72.0,YES,False,4.0,6.77000000000001,4454.660000000007,0.1094224924012158
PO-00318,EPSILON_GROUP,2023-08-17,2023-09-04,ELECTRONICS,DELIVERED,1274,24.72,23.36,37.0,YES,False,18.0,1.3599999999999994,1732.6399999999992,0.029042386185243328
PO-00319,EPSILON_GROUP,2023-07-10,2023-07-17,PACKAGING,PARTIALLY DELIVERED,1197,88.92,78.82,31.0,YES,False,7.0,10.100000000000009,12089.70000000001,0.025898078529657476
PO-00320,GAMMA_CO,2022-03-04,2022-03-12,ELECTRONICS,DELIVERED,236,28.43,28.11,11.0,YES,False,8.0,0.3200000000000003,75.52000000000007,0.046610169491525424
PO-00321,GAMMA_CO,2022-11-18,2022-12-03,RAW MATERIALS,PARTIALLY DELIVERED,1399,25.97,22.19,62.0,YES,False,15.0,3.7799999999999976,5288.219999999997,0.04431736954967834
PO-00322,GAMMA_CO,2022-02-28,2022-03-04,ELECTRONICS,DELIVERED,513,24.91,22.58,29.0,YES,False,4.0,2.330000000000002,1195.2900000000009,0.056530214424951264
PO-00323,DELTA_LOGISTICS,2022-02-21,2022-03-04,MRO,DELIVERED,1422,83.73,76.47,198.0,YES,False,11.0,7.260000000000005,10323.720000000007,0.13924050632911392
PO-00324,ALPHA_INC,2023-08-22,2023-09-03,OFFICE SUPPLIES,DELIVERED,1844,76.51,73.05,0.0,YES,False,12.0,3.460000000000008,6380.240000000014,0.0
PO-00325,GAMMA_CO,2023-05-04,,ELECTRONICS,DELIVERED,709,61.64,54.55,41.0,YES,True,,7.090000000000003,5026.810000000002,0.05782792665726375
PO-00326,DELTA_LOGISTICS,2023-05-30,2023-06-15,MRO,DELIVERED,813,45.68,41.78,0.0,NO,False,16.0,3.8999999999999986,3170.699999999999,0.0
PO-00327,DELTA_LOGISTICS,2023-06-28,2023-07-01,OFFICE SUPPLIES,DELIVERED,1004,96.51,92.9,146.0,NO,False,3.0,3.6099999999999994,3624.4399999999996,0.1454183266932271
PO-00328,EPSILON_GROUP,2022-06-11,2022-06-15,RAW MATERIALS,DELIVERED,452,46.45,40.39,9.0,YES,False,4.0,6.060000000000002,2739.120000000001,0.01991150442477876
PO-00329,BETA_SUPPLIES,2022-02-28,2022-03-12,RAW MATERIALS,PENDING,1419,83.91,71.46,137.0,YES,False,12.0,12.450000000000003,17666.550000000003,0.09654686398872446
PO-00330,BETA_SUPPLIES,2023-06-05,2023-06-23,PACKAGING,DELIVERED,1584,53.73,51.92,167.0,NO,False,18.0,1.8099999999999952,2867.0399999999922,0.10542929292929293
PO-00331,GAMMA_CO,2022-03-24,2022-04-11,MRO,PENDING,196,44.36,43.81,6.0,YES,False,18.0,0.5499999999999972,107.79999999999944,0.030612244897959183
PO-00332,ALPHA_INC,2022-07-10,2022-07-14,OFFICE SUPPLIES,DELIVERED,1221,53.19,46.18,29.0,YES,False,4.0,7.009999999999998,8559.209999999997,0.02375102375102375
PO-00333,ALPHA_INC,2022-03-12,2022-03-26,PACKAGING,DELIVERED,913,37.5,36.2,0.0,YES,False,14.0,1.2999999999999972,1186.8999999999974,0.0
PO-00334,ALPHA_INC,2023-09-02,2023-09-04,PACKAGING,DELIVERED,1784,85.01,76.69,37.0,YES,False,2.0,8.320000000000007,14842.880000000014,0.020739910313901346
PO-00335,DELTA_LOGISTICS,2022-03-11,,RAW MATERIALS,DELIVERED,1893,55.8,52.35,0.0,YES,True,,3.4499999999999957,6530.849999999992,0.0
PO-00336,DELTA_LOGISTICS,2023-11-23,2023-12-05,ELECTRONICS,PENDING,538,34.3,32.25,84.0,NO,False,12.0,2.049999999999997,1102.8999999999985,0.15613382899628253
PO-00337,DELTA_LOGISTICS,2022-08-29,2022-09-15,OFFICE SUPPLIES,PENDING,978,94.15,87.7,149.0,NO,False,17.0,6.450000000000003,6308.100000000003,0.1523517382413088
PO-00338,EPSILON_GROUP,2023-02-18,2023-03-06,RAW MATERIALS,CANCELLED,1713,47.45,42.05,53.0,YES,False,16.0,5.400000000000006,9250.20000000001,0.030939871570344425
PO-00339,DELTA_LOGISTICS,2022-05-03,2022-05-07,RAW MATERIALS,PENDING,600,60.1,57.92,95.0,NO,False,4.0,2.1799999999999997,1307.9999999999998,0.15833333333333333
PO-00340,ALPHA_INC,2023-08-07,2023-08-25,ELECTRONICS,PENDING,387,100.28,85.54,5.0,YES,False,18.0,14.739999999999995,5704.379999999998,0.012919896640826873
PO-00341,ALPHA_INC,2022-09-10,2022-09-19,MRO,PENDING,921,68.83,59.13,22.0,YES,False,9.0,9.699999999999996,8933.699999999995,0.023887079261672096
PO-00342,BETA_SUPPLIES,2023-08-16,2023-08-30,MRO,DELIVERED,690,22.47,21.94,77.0,YES,False,14.0,0.5299999999999976,365.69999999999834,0.11159420289855072
PO-00343,ALPHA_INC,2023-09-01,2023-09-21,OFFICE SUPPLIES,CANCELLED,1852,104.04,94.89,36.0,YES,False,20.0,9.150000000000006,16945.80000000001,0.019438444924406047
PO-00344,DELTA_LOGISTICS,2022-02-10,2022-02-28,ELECTRONICS,DELIVERED,522,66.83,58.01,74.0,YES,False,18.0,8.82,4604.04,0.1417624521072797
PO-00345,DELTA_LOGISTICS,2023-09-27,2023-10-06,ELECTRONICS,DELIVERED,200,44.16,43.13,21.0,YES,False,9.0,1.029999999999994,205.9999999999988,0.105
PO-00346,GAMMA_CO,2022-03-25,2022-04-03,PACKAGING,DELIVERED,1488,22.76,21.99,0.0,YES,False,9.0,0.7700000000000031,1145.7600000000048,0.0
PO-00347,EPSILON_GROUP,2023-03-06,2023-03-16,ELECTRONICS,DELIVERED,1371,87.16,78.13,43.0,YES,False,10.0,9.030000000000001,12380.130000000001,0.031363967906637494
PO-00348,ALPHA_INC,2023-11-05,,OFFICE SUPPLIES,DELIVERED,1684,73.05,62.53,0.0,YES,True,,10.519999999999996,17715.679999999993,0.0
PO-00349,EPSILON_GROUP,2023-08-21,2023-08-27,ELECTRONICS,DELIVERED,312,63.52,58.09,0.0,YES,False,6.0,5.43,1694.1599999999999,0.0
PO-00350,ALPHA_INC,2023-08-02,2023-08-21,PACKAGING,CANCELLED,1837,99.04,86.51,39.0,YES,False,19.0,12.530000000000001,23017.61,0.021230266739248774
PO-00351,BETA_SUPPLIES,2023-06-20,2023-06-23,MRO,DELIVERED,193,87.86,81.74,21.0,YES,False,3.0,6.1200000000000045,1181.1600000000008,0.10880829015544041
PO-00352,BETA_SUPPLIES,2022-11-20,2022-11-21,ELECTRONICS,DELIVERED,395,24.83,23.96,31.0,YES,False,1.0,0.8699999999999974,343.649999999999,0.07848101265822785
PO-00353,EPSILON_GROUP,2022-09-25,2022-10-12,ELECTRONICS,CANCELLED,673,39.58,35.83,25.0,YES,False,17.0,3.75,2523.75,0.03714710252600297
PO-00354,DELTA_LOGISTICS,2022-07-29,2022-08-12,OFFICE SUPPLIES,CANCELLED,1066,33.33,28.47,162.0,NO,False,14.0,4.859999999999999,5180.759999999999,0.15196998123827393
PO-00355,GAMMA_CO,2023-11-17,2023-11-23,PACKAGING,DELIVERED,1645,85.42,80.78,73.0,NO,False,6.0,4.640000000000001,7632.800000000001,0.04437689969604863
PO-00356,ALPHA_INC,2022-11-18,2022-11-29,ELECTRONICS,DELIVERED,930,13.67,11.95,16.0,YES,False,11.0,1.7200000000000006,1599.6000000000006,0.017204301075268817
PO-00357,ALPHA_INC,2022-09-02,2022-09-21,OFFICE SUPPLIES,DELIVERED,51,63.74,56.1,0.0,YES,False,19.0,7.640000000000001,389.64000000000004,0.0
PO-00358,GAMMA_CO,2022-09-29,2022-10-01,PACKAGING,DELIVERED,946,81.77,71.65,55.0,YES,False,2.0,10.11999999999999,9573.519999999991,0.05813953488372093
PO-00359,EPSILON_GROUP,2023-02-10,2023-03-02,RAW MATERIALS,PARTIALLY DELIVERED,1377,94.69,84.2,0.0,YES,False,20.0,10.489999999999995,14444.729999999992,0.0
PO-00360,EPSILON_GROUP,2022-05-15,2022-05-18,PACKAGING,CANCELLED,303,41.6,40.51,11.0,YES,False,3.0,1.0900000000000034,330.270000000001,0.036303630363036306
PO-00361,ALPHA_INC,2023-11-19,2023-12-03,RAW MATERIALS,DELIVERED,1725,93.14,79.62,24.0,YES,False,14.0,13.519999999999996,23321.999999999993,0.01391304347826087
PO-00362,BETA_SUPPLIES,2023-10-23,2023-11-07,RAW MATERIALS,CANCELLED,502,22.05,20.65,50.0,NO,False,15.0,1.4000000000000021,702.8000000000011,0.099601593625498
PO-00363,GAMMA_CO,2022-11-04,2022-11-11,PACKAGING,DELIVERED,1110,90.49,80.03,61.0,YES,False,7.0,10.459999999999994,11610.599999999993,0.054954954954954956
PO-00364,ALPHA_INC,2023-04-14,2023-04-18,PACKAGING,DELIVERED,1233,23.08,20.57,0.0,YES,False,4.0,2.509999999999998,3094.8299999999977,0.0
PO-00365,BETA_SUPPLIES,2022-11-20,2022-11-24,OFFICE SUPPLIES,DELIVERED,1064,48.04,43.6,94.0,YES,False,4.0,4.439999999999998,4724.159999999998,0.08834586466165413
PO-00366,EPSILON_GROUP,2022-03-16,2022-04-04,PACKAGING,PARTIALLY DELIVERED,58,82.57,76.55,0.0,YES,False,19.0,6.019999999999996,349.15999999999974,0.0
PO-00367,BETA_SUPPLIES,2022-01-10,2022-01-20,MRO,DELIVERED,1306,23.49,20.17,116.0,NO,False,10.0,3.3199999999999967,4335.9199999999955,0.0888208269525268
PO-00368,DELTA_LOGISTICS,2023-04-15,2023-04-28,ELECTRONICS,DELIVERED,1172,32.93,29.28,0.0,NO,False,13.0,3.6499999999999986,4277.799999999998,0.0
PO-00369,ALPHA_INC,2023-09-29,,PACKAGING,DELIVERED,1732,82.5,71.71,24.0,YES,True,,10.790000000000006,18688.28000000001,0.013856812933025405
PO-00370,GAMMA_CO,2023-07-31,2023-08-07,RAW MATERIALS,DELIVERED,865,81.54,71.59,39.0,YES,False,7.0,9.950000000000003,8606.750000000002,0.04508670520231214
PO-00371,BETA_SUPPLIES,2022-04-13,2022-04-20,RAW MATERIALS,DELIVERED,257,68.72,66.92,22.0,YES,False,7.0,1.7999999999999972,462.5999999999993,0.08560311284046693
PO-00372,EPSILON_GROUP,2022-03-17,2022-03-26,PACKAGING,DELIVERED,1204,73.18,67.59,31.0,YES,False,9.0,5.590000000000003,6730.360000000004,0.02574750830564784
PO-00373,BETA_SUPPLIES,2023-07-05,2023-07-09,ELECTRONICS,PARTIALLY DELIVERED,453,64.14,60.18,51.0,YES,False,4.0,3.960000000000001,1793.8800000000003,0.11258278145695365
PO-00374,EPSILON_GROUP,2022-08-07,2022-08-21,ELECTRONICS,DELIVERED,201,33.81,32.54,3.0,YES,False,14.0,1.2700000000000031,255.27000000000064,0.014925373134328358
PO-00375,DELTA_LOGISTICS,2023-06-03,2023-06-16,OFFICE SUPPLIES,DELIVERED,103,44.61,42.88,10.0,YES,False,13.0,1.7299999999999969,178.18999999999969,0.0970873786407767
PO-00376,EPSILON_GROUP,2022-09-29,2022-10-07,OFFICE SUPPLIES,DELIVERED,1193,27.4,27.09,0.0,YES,False,8.0,0.3099999999999987,369.82999999999845,0.0
PO-00377,GAMMA_CO,2022-05-16,2022-05-28,OFFICE SUPPLIES,PARTIALLY DELIVERED,1746,93.6,89.81,85.0,YES,False,12.0,3.789999999999992,6617.3399999999865,0.04868270332187858
PO-00378,DELTA_LOGISTICS,2022-12-24,2022-12-26,ELECTRONICS,DELIVERED,1993,65.94,59.36,0.0,YES,False,2.0,6.579999999999998,13113.939999999997,0.0
PO-00379,BETA_SUPPLIES,2022-03-12,2022-03-27,RAW MATERIALS,DELIVERED,677,46.54,43.11,0.0,NO,False,15.0,3.4299999999999997,2322.1099999999997,0.0
PO-00380,ALPHA_INC,2022-09-08,,OFFICE SUPPLIES,PENDING,636,53.64,49.23,18.0,YES,True,,4.410000000000004,2804.7600000000025,0.02830188679245283
PO-00381,EPSILON_GROUP,2023-01-14,2023-02-02,PACKAGING,DELIVERED,1698,100.97,98.73,52.0,YES,False,19.0,2.239999999999995,3803.5199999999913,0.030624263839811542
PO-00382,GAMMA_CO,2022-10-19,2022-11-01,OFFICE SUPPLIES,DELIVERED,1493,24.87,22.89,56.0,YES,False,13.0,1.9800000000000004,2956.140000000001,0.03750837240455459
PO-00383,ALPHA_INC,2022-06-11,2022-06-25,PACKAGING,DELIVERED,1495,64.33,58.18,26.0,YES,False,14.0,6.149999999999999,9194.249999999998,0.017391304347826087
PO-00384,ALPHA_INC,2023-03-25,2023-04-07,PACKAGING,CANCELLED,153,59.42,52.0,3.0,YES,False,13.0,7.420000000000002,1135.2600000000002,0.0196078431372549
PO-00385,DELTA_LOGISTICS,2023-07-11,2023-07-22,RAW MATERIALS,CANCELLED,1925,70.88,63.41,292.0,YES,False,11.0,7.469999999999999,14379.749999999998,0.15168831168831168
PO-00386,BETA_SUPPLIES,2023-12-22,2024-01-11,PACKAGING,DELIVERED,303,12.97,11.42,0.0,NO,False,20.0,1.5500000000000007,469.6500000000002,0.0
PO-00387,ALPHA_INC,2022-11-06,2022-11-18,OFFICE SUPPLIES,DELIVERED,1300,92.92,90.63,0.0,YES,False,12.0,2.2900000000000063,2977.000000000008,0.0
PO-00388,GAMMA_CO,2023-09-19,2023-09-23,RAW MATERIALS,DELIVERED,1185,103.28,99.05,0.0,YES,False,4.0,4.230000000000004,5012.550000000005,0.0
PO-00389,EPSILON_GROUP,2023-11-01,2023-11-20,RAW MATERIALS,DELIVERED,559,67.56,57.98,15.0,YES,False,19.0,9.580000000000005,5355.220000000003,0.026833631484794274
PO-00390,EPSILON_GROUP,2023-06-26,2023-06-29,ELECTRONICS,PENDING,1546,78.88,78.0,38.0,YES,False,3.0,0.8799999999999955,1360.479999999993,0.02457956015523933
PO-00391,EPSILON_GROUP,2022-01-09,2022-01-19,PACKAGING,DELIVERED,148,93.02,85.96,4.0,YES,False,10.0,7.060000000000002,1044.8800000000003,0.02702702702702703
PO-00392,DELTA_LOGISTICS,2023-11-15,2023-11-23,OFFICE SUPPLIES,DELIVERED,202,81.75,78.26,37.0,NO,False,8.0,3.489999999999995,704.979999999999,0.18316831683168316
PO-00393,GAMMA_CO,2023-07-22,2023-07-28,PACKAGING,DELIVERED,1934,25.86,25.6,78.0,YES,False,6.0,0.259999999999998,502.83999999999617,0.04033092037228542
PO-00394,ALPHA_INC,2022-11-03,2022-11-07,OFFICE SUPPLIES,DELIVERED,963,64.96,64.07,20.0,YES,False,4.0,0.8900000000000006,857.0700000000005,0.020768431983385256
PO-00395,GAMMA_CO,2023-11-11,2023-11-18,MRO,DELIVERED,1969,71.71,61.96,0.0,YES,False,7.0,9.749999999999993,19197.749999999985,0.0
PO-00396,DELTA_LOGISTICS,2022-04-17,,ELECTRONICS,DELIVERED,927,48.89,46.05,138.0,YES,True,,2.8400000000000034,2632.680000000003,0.1488673139158576
PO-00397,DELTA_LOGISTICS,2022-05-18,2022-05-23,RAW MATERIALS,CANCELLED,387,77.81,69.04,67.0,YES,False,5.0,8.769999999999996,3393.9899999999984,0.1731266149870801
PO-00398,BETA_SUPPLIES,2022-09-28,2022-10-03,ELECTRONICS,DELIVERED,1779,97.86,94.36,176.0,YES,False,5.0,3.5,6226.5,0.09893198426082069
PO-00399,GAMMA_CO,2022-04-29,2022-05-05,MRO,PENDING,871,94.7,92.66,46.0,YES,False,6.0,2.0400000000000063,1776.8400000000054,0.05281285878300804
PO-00400,EPSILON_GROUP,2022-04-20,2022-04-23,ELECTRONICS,DELIVERED,1236,51.33,44.03,25.0,YES,False,3.0,7.299999999999997,9022.799999999996,0.020226537216828478
PO-00401,DELTA_LOGISTICS,2023-07-21,2023-08-06,ELECTRONICS,DELIVERED,1793,22.01,21.78,285.0,YES,False,16.0,0.23000000000000043,412.3900000000008,0.15895147796988288
PO-00402,DELTA_LOGISTICS,2022-06-09,2022-06-28,MRO,DELIVERED,1006,101.1,89.04,139.0,YES,False,19.0,12.059999999999988,12132.359999999988,0.13817097415506957
PO-00403,BETA_SUPPLIES,2022-10-06,2022-10-21,ELECTRONICS,CANCELLED,1754,89.35,86.54,161.0,NO,False,15.0,2.809999999999988,4928.739999999979,0.09179019384264538
PO-00404,EPSILON_GROUP,2022-10-16,2022-11-04,ELECTRONICS,DELIVERED,210,22.17,21.32,10.0,YES,False,19.0,0.8500000000000014,178.50000000000028,0.047619047619047616
PO-00405,DELTA_LOGISTICS,2023-09-12,2023-10-02,MRO,DELIVERED,1653,102.16,91.91,217.0,YES,False,20.0,10.25,16943.25,0.13127646702964307
PO-00406,ALPHA_INC,2022-08-04,2022-08-15,MRO,PARTIALLY DELIVERED,850,91.38,88.41,24.0,YES,False,11.0,2.969999999999999,2524.499999999999,0.02823529411764706
PO-00407,EPSILON_GROUP,2022-12-18,2022-12-21,RAW MATERIALS,DELIVERED,447,59.81,57.92,13.0,YES,False,3.0,1.8900000000000006,844.8300000000003,0.029082774049217
PO-00408,GAMMA_CO,2022-07-28,2022-08-07,OFFICE SUPPLIES,DELIVERED,1350,65.11,56.95,71.0,YES,False,10.0,8.159999999999997,11015.999999999995,0.052592592592592594
PO-00409,BETA_SUPPLIES,2023-12-05,2023-12-24,OFFICE SUPPLIES,DELIVERED,865,51.19,47.76,83.0,YES,False,19.0,3.4299999999999997,2966.95,0.09595375722543352
PO-00410,ALPHA_INC,2023-10-12,2023-10-29,MRO,DELIVERED,1989,16.5,15.89,57.0,YES,False,17.0,0.6099999999999994,1213.2899999999988,0.02865761689291101
PO-00411,ALPHA_INC,2022-09-28,2022-10-13,OFFICE SUPPLIES,DELIVERED,1577,41.77,39.58,32.0,YES,False,15.0,2.190000000000005,3453.630000000008,0.020291693088142042
PO-00412,GAMMA_CO,2023-06-02,2023-06-04,PACKAGING,PENDING,1969,89.25,87.28,108.0,NO,False,2.0,1.9699999999999989,3878.9299999999976,0.05485017775520569
PO-00413,BETA_SUPPLIES,2023-05-16,2023-05-26,PACKAGING,PARTIALLY DELIVERED,1465,11.25,9.61,151.0,YES,False,10.0,1.6400000000000006,2402.600000000001,0.10307167235494881
PO-00414,DELTA_LOGISTICS,2022-09-15,2022-09-18,PACKAGING,PENDING,1208,41.62,39.46,0.0,YES,False,3.0,2.1599999999999966,2609.279999999996,0.0
PO-00415,BETA_SUPPLIES,2022-02-22,2022-03-11,RAW MATERIALS,DELIVERED,1268,46.06,45.26,123.0,YES,False,17.0,0.8000000000000043,1014.4000000000054,0.09700315457413249
PO-00416,DELTA_LOGISTICS,2022-04-05,2022-04-24,OFFICE SUPPLIES,DELIVERED,450,59.24,55.03,68.0,NO,False,19.0,4.210000000000001,1894.5000000000005,0.1511111111111111
PO-00417,GAMMA_CO,2023-10-12,2023-10-14,ELECTRONICS,PARTIALLY DELIVERED,689,102.53,95.23,38.0,YES,False,2.0,7.299999999999997,5029.699999999998,0.055152394775036286
PO-00418,GAMMA_CO,2023-03-10,2023-03-29,MRO,DELIVERED,1106,44.05,38.6,51.0,YES,False,19.0,5.449999999999996,6027.699999999995,0.0461121157323689
PO-00419,ALPHA_INC,2022-10-11,2022-10-22,OFFICE SUPPLIES,DELIVERED,737,43.08,42.58,21.0,YES,False,11.0,0.5,368.5,0.028493894165535955
PO-00420,ALPHA_INC,2022-02-15,2022-03-04,RAW MATERIALS,DELIVERED,509,76.76,74.72,7.0,NO,False,17.0,2.0400000000000063,1038.360000000003,0.0137524557956778
PO-00421,ALPHA_INC,2022-01-04,2022-01-06,ELECTRONICS,DELIVERED,1004,50.7,46.59,27.0,YES,False,2.0,4.109999999999999,4126.44,0.026892430278884463
PO-00422,GAMMA_CO,2022-12-08,2022-12-19,MRO,PENDING,1956,31.88,28.48,86.0,YES,False,11.0,3.3999999999999986,6650.399999999997,0.04396728016359918
PO-00423,DELTA_LOGISTICS,2022-05-14,,ELECTRONICS,DELIVERED,519,51.73,47.52,81.0,NO,True,,4.209999999999994,2184.9899999999966,0.15606936416184972
PO-00424,GAMMA_CO,2023-10-15,2023-10-21,MRO,PARTIALLY DELIVERED,1448,25.06,21.62,84.0,YES,False,6.0,3.4399999999999977,4981.119999999997,0.058011049723756904
PO-00425,GAMMA_CO,2022-09-26,2022-10-11,PACKAGING,DELIVERED,1095,26.91,23.75,53.0,YES,False,15.0,3.16,3460.2000000000003,0.048401826484018265
PO-00426,ALPHA_INC,2022-06-15,,MRO,DELIVERED,799,56.22,49.51,18.0,YES,True,,6.710000000000001,5361.290000000001,0.02252816020025031
PO-00427,BETA_SUPPLIES,2023-03-29,2023-04-18,MRO,PARTIALLY DELIVERED,1743,51.04,47.15,160.0,YES,False,20.0,3.8900000000000006,6780.270000000001,0.09179575444635686
PO-00428,ALPHA_INC,2023-07-19,2023-07-31,RAW MATERIALS,DELIVERED,87,100.65,85.56,1.0,YES,False,12.0,15.090000000000003,1312.8300000000004,0.011494252873563218
PO-00429,BETA_SUPPLIES,2023-12-24,,RAW MATERIALS,DELIVERED,279,47.52,46.5,28.0,NO,True,,1.0200000000000031,284.5800000000009,0.1003584229390681
PO-00430,DELTA_LOGISTICS,2023-03-14,2023-03-25,RAW MATERIALS,DELIVERED,1438,66.61,58.5,237.0,YES,False,11.0,8.11,11662.179999999998,0.16481223922114047
PO-00431,DELTA_LOGISTICS,2023-07-29,2023-07-31,OFFICE SUPPLIES,PARTIALLY DELIVERED,612,72.93,63.32,99.0,YES,False,2.0,9.610000000000007,5881.320000000004,0.16176470588235295
PO-00432,EPSILON_GROUP,2022-01-10,2022-01-21,PACKAGING,PENDING,487,11.18,10.63,15.0,YES,False,11.0,0.5499999999999989,267.84999999999945,0.030800821355236138
PO-00433,EPSILON_GROUP,2022-04-25,2022-04-29,PACKAGING,PARTIALLY DELIVERED,1849,70.76,69.25,51.0,YES,False,4.0,1.5100000000000051,2791.9900000000093,0.027582477014602487
PO-00434,EPSILON_GROUP,2022-03-19,2022-04-01,MRO,PARTIALLY DELIVERED,1356,26.28,25.44,47.0,YES,False,13.0,0.8399999999999999,1139.0399999999997,0.03466076696165192
PO-00435,DELTA_LOGISTICS,2023-12-09,2023-12-29,RAW MATERIALS,DELIVERED,76,107.59,96.33,10.0,YES,False,20.0,11.260000000000005,855.7600000000004,0.13157894736842105
PO-00436,ALPHA_INC,2022-06-02,2022-06-13,PACKAGING,PARTIALLY DELIVERED,275,23.96,20.44,0.0,YES,False,11.0,3.5199999999999996,967.9999999999999,0.0
PO-00437,ALPHA_INC,2023-07-13,2023-07-18,PACKAGING,DELIVERED,1350,51.57,48.07,0.0,YES,False,5.0,3.5,4725.0,0.0
PO-00438,ALPHA_INC,2022-02-06,,MRO,DELIVERED,847,17.77,17.39,0.0,YES,True,,0.379999999999999,321.85999999999916,0.0
PO-00439,GAMMA_CO,2023-01-14,2023-01-27,MRO,DELIVERED,1682,105.7,101.3,94.0,YES,False,13.0,4.400000000000006,7400.800000000009,0.0558858501783591
PO-00440,EPSILON_GROUP,2023-08-20,2023-08-23,ELECTRONICS,DELIVERED,333,60.44,58.54,8.0,YES,False,3.0,1.8999999999999986,632.6999999999995,0.024024024024024024
PO-00441,ALPHA_INC,2023-07-20,2023-08-02,ELECTRONICS,CANCELLED,928,69.31,67.26,20.0,YES,False,13.0,2.049999999999997,1902.3999999999974,0.021551724137931036
PO-00442,EPSILON_GROUP,2022-06-01,2022-06-12,MRO,PARTIALLY DELIVERED,1009,16.44,16.18,0.0,YES,False,11.0,0.26000000000000156,262.34000000000157,0.0
